,vol_requests,event_time,hits,is_priority,category_id,amsl,amsl_unit,org_title,org_content_id,addresses_count,locality,region,postalcode,primary_loc,display_url,recurrence_type,hours,created_date,last_modified_date,status,Latitude,Longitude,Census Tract,BIN,BBL,NTA
138,1,0,580,,,,,Hudson River Park,37596,1,"40 2nd
New York, NY 10014
(40.72501393263116, -73.99023147176524)",NY,10014.0,,/opportunities/5077,ongoing,0,February 04 2011,February 04 2011,approved,,,,,,
139,30,0,118,,3.0,,,Jumpstart for Young Children,3756,1,"560 Theriot Avenue
Bronx, NY 10473
(40.8165172103251, -73.8608405743061)",NY,10473.0,,/opportunities/5060,onetime,0,January 31 2011,February 01 2011,approved,,,,,,
140,50,0,45,,1.0,,,Girls Incorporated Of New York City,1166,2,"271 23rd Street
New York, NY 10011
(40.74507309897774, -73.99795872450147)",NY,10011.0,,/opportunities/5342,ongoing,0,May 09 2011,May 16 2011,approved,,,,,,
141,1,0,74,,1.0,,,Episcopal Social Services NYC,42496,1,"305 Seventh Avenue
New York, NY 10001-6008
(40.74678037991758, -73.99366420981637)",NY,,,/opportunities/5506,ongoing,0,July 07 2011,August 10 2011,approved,,,,,,
142,20,0,125,y,2.0,,,NYC Service,3747,1,"181 Brooklyn
NY 11203
(40.649721601170995, -73.93427608567276)",NY,11203.0,,/opportunities/5390,onetime,0,May 27 2011,May 28 2011,approved,,,,,,
143,2,0,62,,2.0,,,"New York Therapeutic Communities, Inc.",52380,1,"2071 Fulton St
Brooklyn, NY 11233
(40.67827825514447, -73.91028377492181)",NY,11233.0,,/opportunities/5733,ongoing,0,September 12 2011,September 12 2011,approved,,,,,,
144,30,0,264,y,4.0,,,Office of Recycling Outreach and Education,36773,1,"51 Chambers Street
New York, NY 10007
(40.71377351801845, -74.0053942535769)",NY,10007.0,,/opportunities/5743,onetime,0,September 14 2011,September 19 2011,approved,,,,,,
145,9999,0,158,,1.0,,,Friends of Van Cortlandt Park,161,1,"124 Gale Pl
Bronx, NY 10463
(40.88463029202243, -73.89251933209881)",NY,10463.0,,/opportunities/5005,onetime,0,January 14 2011,March 08 2011,approved,,,,,,
146,10,0,528,,3.0,,,ClassWish,39580,1,"401 7th avenue
New York, NY 10001
(40.75012728878244, -73.99124978216287)",NY,10001.0,,/opportunities/5330,ongoing,0,April 27 2011,September 16 2011,approved,,,,,,
147,2700,0,91,,2.0,,,Where To Turn,2879,1,"150-L Greaves Lane
Staten Island, NY 10308
(40.55398681414339, -74.14475942007853)",NY,10308.0,,/opportunities/4987,ongoing,0,January 12 2011,January 12 2011,approved,,,,,,
148,10,0,297,,2.0,,,Arab American Association Of New York,3810,1,"7111 5th Avenue
Brooklyn, NY 11209
(40.63245112562076, -74.02139571101452)",NY,11209.0,,/opportunities/5066,ongoing,12,February 02 2011,February 25 2011,approved,,,,,,
149,99,0,38,,1.0,,,Catchafire,39853,1,"407 Broome Street
New York, NY 10013
(40.720962275372244, -73.99794973128115)",NY,10013.0,,/opportunities/5444,ongoing,0,June 07 2011,June 10 2011,approved,,,,,,
150,30,0,182,,,,,Community Service Society/Retired & Senior Volunteer Program (RSVP),4279,1,"105 22nd Street
New York, NY 10010
(40.73943216627024, -73.98656260495757)",NY,10010.0,,/opportunities/5033,ongoing,0,January 24 2011,July 21 2011,approved,,,,,,
151,99,0,69,,1.0,,,Catchafire,39853,1,"407 Broome Street
New York, NY 10013
(40.720962275372244, -73.99794973128115)",NY,10013.0,,/opportunities/5446,ongoing,0,June 07 2011,June 10 2011,approved,,,,,,
152,99,0,82,,1.0,,,Catchafire,39853,1,"407 Broome Street
New York, NY 10013
(40.720962275372244, -73.99794973128115)",NY,10013.0,,/opportunities/5451,ongoing,0,June 07 2011,June 09 2011,approved,,,,,,
153,20,0,128,,3.0,,,Jumpstart for Young Children,3756,1,"71 25 Main Street
Flushing, NY 11367
(40.730323085042414, -73.82610630716033)",NY,11367.0,,/opportunities/5074,onetime,0,February 03 2011,February 03 2011,approved,,,,,,
154,99,0,38,,1.0,,,Catchafire,39853,1,"407 Broome Street
New York, NY 10013
(40.720962275372244, -73.99794973128115)",NY,10013.0,,/opportunities/5443,ongoing,0,June 07 2011,June 10 2011,approved,,,,,,
155,15,0,725,,3.0,,,Queens Satellite High School for Opportunity,38369,1,"162 02 Hillside Avenue
Jamaica, NY 11432
(40.71311535449007, -73.79282099978928)",NY,11432.0,,/opportunities/5165,ongoing,0,March 08 2011,August 17 2011,approved,,,,,,
156,1,0,30,y,5.0,,,New York City Department of Parks & Recreation,3706,1,"450 St Anns Ave
Bronx, NY 10455
(40.81200330013793, -73.91424241425239)",NY,10455.0,,/opportunities/5757,ongoing,0,September 16 2011,September 19 2011,approved,,,,,,
157,85,0,181,,3.0,,,The International High School @ Prospect Heights,37465,1,"883 classon avenue
Brooklyn, NY 11225
(40.67045865769921, -73.96162827573441)",NY,11225.0,,/opportunities/5058,ongoing,0,January 31 2011,February 01 2011,approved,,,,,,
158,99,0,67,,1.0,,,Catchafire,39853,1,"407 Broome Street
New York, NY 10013
(40.720962275372244, -73.99794973128115)",NY,10013.0,,/opportunities/5450,ongoing,0,June 07 2011,June 08 2011,approved,,,,,,
159,2,0,396,,3.0,,,The HopeLine,32839,1,"421 155th Street
Bronx, NY 10455
(40.820027861846086, -73.91525005078392)",NY,10455.0,,/opportunities/5495,ongoing,0,June 30 2011,June 30 2011,approved,,,,,,
160,99,0,96,,1.0,,,Catchafire,39853,1,"407 Broome Street
New York, NY 10013
(40.720962275372244, -73.99794973128115)",NY,10013.0,,/opportunities/5429,ongoing,0,June 06 2011,June 09 2011,approved,,,,,,
161,20,0,1130,y,2.0,,,NYC Service,3747,1,"253 Broadway
New York, NY 10007
(40.713255085581125, -74.00706885665824)",NY,10007.0,,/opportunities/4983,onetime,0,January 11 2011,February 02 2011,approved,,,,,,
162,10,0,148,,5.0,,,Bike New York,38740,1,"475 Riverside Drive
New York City, NY 10115
(40.810551000428404, -73.96469400002803)",NY,10115.0,,/opportunities/5531,ongoing,0,July 19 2011,July 20 2011,approved,,,,,,
163,20,0,50,,3.0,,,Community Service Society/Retired & Senior Volunteer Program (RSVP),4279,1,"105 22 Street
New York, NY 10010
(40.73943216627024, -73.98656260495757)",NY,10010.0,,/opportunities/5674,ongoing,0,August 24 2011,August 25 2011,approved,,,,,,
164,25,0,105,,2.0,,,Community Service Society/Retired & Senior Volunteer Program (RSVP),4279,1,"105 22nd Street
New York, NY 10010
(40.73943216627024, -73.98656260495757)",NY,10010.0,,/opportunities/5385,ongoing,0,May 25 2011,June 01 2011,approved,,,,,,
165,10,0,372,y,2.0,,,NYC Service,3747,1,"346 Broadway
New York, NY 10013
(40.71671747539392, -74.00413706684276)",NY,10013.0,,/opportunities/5300,onetime,0,April 15 2011,April 15 2011,approved,,,,,,
166,1,0,68,,2.0,,,"Services for the UnderServed, Inc.",38951,1,"305 Seventh Avenue
New York, NY 10001
(40.74678037991758, -73.99366420981637)",NY,10001.0,,/opportunities/5539,ongoing,0,July 20 2011,August 23 2011,approved,,,,,,
167,5,0,123,,1.0,,,Police Athletic League Of New York,3067,1,"985 Rockaway Avenue
Brooklyn, NY 11212
(40.656451255408264, -73.90732282830548)",NY,11212.0,,/opportunities/5649,ongoing,0,August 17 2011,August 18 2011,approved,,,,,,
168,5,0,312,,1.0,,,The Jewish Museum,37348,1,"1109 Fifth Avenue
New York, NY 10128
(40.78553359707598, -73.95746225352207)",NY,10128.0,,/opportunities/5051,ongoing,0,January 27 2011,January 28 2011,approved,,,,,,
169,2,0,141,,1.0,,,Family and Community Support Services,38868,1,"1195 St Marks Ave
Brooklyn, NY 11213
(40.674130422885526, -73.92980967882666)",NY,11213.0,,/opportunities/5620,ongoing,0,August 11 2011,August 15 2011,approved,,,,,,
170,25,0,294,y,1.0,,,"Services for the UnderServed, Inc.",38951,1,"2350 Davidson Avenue
Bronx, NY 10468
(40.86014769900449, -73.9039466708318)",NY,10468.0,,/opportunities/5736,onetime,0,September 13 2011,September 26 2011,approved,,,,,,
171,2,0,483,,,,,Gorman Park Volunteers,39189,1,"24 61
New York, NY 10023
(40.774536138232236, -73.97994335610099)",NY,10023.0,,/opportunities/5268,ongoing,0,April 12 2011,April 14 2011,approved,,,,,,
172,8,0,414,,1.0,,,The Tank,48335,1,"155 46th Street
New York, NY 10036
(40.758257159927325, -73.9843070160967)",NY,10036.0,,/opportunities/5554,ongoing,0,July 22 2011,July 25 2011,approved,,,,,,
173,1,0,225,,1.0,,,Big Apple Greeter,92,1,"1 Centre Street
New York, NY 10007
(40.71320112625938, -74.00400216853836)",NY,10007.0,,/opportunities/5131,ongoing,0,February 23 2011,February 24 2011,approved,,,,,,
174,75,0,494,,4.0,,,WCS,50428,1,"2300 Southern Boulevard
Bronx, NY 10460
(40.85069279863572, -73.8823905260465)",NY,10460.0,,/opportunities/5670,onetime,0,August 23 2011,August 24 2011,approved,,,,,,
175,12,0,267,,3.0,,,Boys Hope Girls Hope New York,32477,1,"Flatbush
Brooklyn, NY 11238
(40.672129089181226, -73.96879371109125)",NY,11238.0,,/opportunities/5576,ongoing,0,August 01 2011,August 01 2011,approved,,,,,,
176,1,0,276,,1.0,,,Brooklyn Community Services,39558,1,"285 Schermerhorn Street
Brooklyn, NY 11217
(40.687790343385544, -73.98292053949278)",NY,11217.0,,/opportunities/5325,ongoing,0,April 27 2011,April 29 2011,approved,,,,,,
177,6,0,804,y,3.0,,,The Harlem Educational Activities Fund,35740,1,"509 129th Street
New York, NY 10027
(40.81520669715875, -73.9551464649788)",NY,10027.0,,/opportunities/5199,ongoing,0,March 15 2011,April 06 2011,approved,,,,,,
178,10,0,332,,1.0,,,Dress for Success - Bronx Branch,49954,1,"2038 Davidson Avenue
Bronx, NY 10453
(40.85374837851653, -73.90853996733885)",NY,10453.0,,/opportunities/5614,ongoing,0,August 10 2011,August 10 2011,approved,,,,,,
179,1,0,18,,2.0,,,Jewish Association for Services for the Aged (JASA),728,1,"247 37th Street
New York, NY 10018-5706
(40.75376954300111, -73.99127676182377)",NY,,,/opportunities/5782,ongoing,0,September 26 2011,September 26 2011,approved,,,,,,
180,1,0,117,,2.0,,,Center For Hearing And Communication,3822,1,"50 Broadway
New York, NY 10004
(40.70641124493818, -74.01279753798491)",NY,10004.0,,/opportunities/5204,ongoing,0,March 16 2011,March 22 2011,approved,,,,,,
181,10,0,196,,2.0,,,Dress for Success - Bronx Branch,49954,1,"2038 Davidson Avenue
Bronx, NY 10453
(40.85374837851653, -73.90853996733885)",NY,10453.0,,/opportunities/5613,ongoing,0,August 10 2011,August 10 2011,approved,,,,,,
182,100,0,260,,2.0,,,DOROT,397,1,"171 85th Street
New York, NY 10024
(40.786855600459035, -73.97516990427897)",NY,10024.0,,/opportunities/5206,onetime,0,March 16 2011,March 22 2011,approved,,,,,,
183,14,0,273,,,,,Community Service Society/Retired & Senior Volunteer Program (RSVP),4279,1,"105 22nd Street
New York, NY 10010
(40.73943216627024, -73.98656260495757)",NY,10010.0,,/opportunities/5333,ongoing,0,April 28 2011,April 29 2011,approved,,,,,,
184,50,0,1049,y,1.0,,,NYC Service,3747,1,"253 Broadway
New York, NY 10007
(40.713255085581125, -74.00706885665824)",NY,10007.0,,/opportunities/5752,ongoing,0,September 16 2011,September 23 2011,approved,,,,,,
185,10,0,112,,3.0,,,Union Settlement Association,52760,1,"1775 Third Ave
New York, NY 10029
(40.7870466388226, -73.94792934815561)",NY,10029.0,,/opportunities/5768,ongoing,0,September 20 2011,September 21 2011,approved,,,,,,
186,20,0,77,,1.0,,,Office of Recycling Outreach and Education,36773,1,"DEP Visitor Center
Brooklyn, NY 11222
(40.72825312178418, -73.94715978319738)",NY,11222.0,,/opportunities/5362,onetime,0,May 13 2011,May 16 2011,approved,,,,,,
187,8,0,484,,1.0,,,New York City Department of Parks & Recreation,3706,1,"80 30 Park Lane
Kew Gardens, NY 11415
(40.708286075142325, -73.82855612156771)",NY,11415.0,,/opportunities/5187,ongoing,0,March 11 2011,March 11 2011,approved,,,,,,
188,50,0,207,,1.0,,,Queens Pride House,34384,1,"76 11 37th Ave
Jackson Heights, NY 11372
(40.75163073936716, -73.88361254528269)",NY,11372.0,,/opportunities/5234,ongoing,0,March 28 2011,June 20 2011,approved,,,,,,
189,30,0,296,,3.0,,,The Fresh Air Fund,602,1,"633 Third Avenue
New York, NY 10017
(40.74999676791395, -73.97497079540621)",NY,10017.0,,/opportunities/5624,ongoing,0,August 12 2011,August 15 2011,approved,,,,,,
190,100,0,141,,3.0,,,"Minds Matter of NYC, Inc.",51953,1,"1120 Avenue
New York, NY 10036
(40.75934682719435, -73.989860554421)",NY,10036.0,,/opportunities/5729,ongoing,0,September 08 2011,September 08 2011,approved,,,,,,
191,100,0,801,,1.0,,,Volunteer Referral Center,1978,1,"161 Madison Avenue
New York, NY 10016
(40.7468087904943, -73.98363252457472)",NY,10016.0,,/opportunities/5376,ongoing,0,May 18 2011,May 19 2011,approved,,,,,,
192,1,0,47,,2.0,,,"Services for the UnderServed, Inc.",38951,1,"305 Seventh Avenue
New York, NY 10001
(40.74678037991758, -73.99366420981637)",NY,10001.0,,/opportunities/5671,ongoing,0,August 23 2011,August 25 2011,approved,,,,,,
193,5,0,903,,1.0,,,The Leukemia & Lymphoma Society,38555,1,"475 Park Avenue
New York, NY 10016
(40.745393847676304, -73.98242124325532)",NY,10016.0,,/opportunities/5196,ongoing,0,March 15 2011,March 29 2011,approved,,,,,,
194,60,0,673,,3.0,,,Girls Write Now,1111,1,"247 37th Street
New York City, NY 10018
(40.75350339905739, -73.99055236906513)",NY,10018.0,,/opportunities/5208,ongoing,0,March 17 2011,June 29 2011,approved,,,,,,
195,1,0,588,,1.0,,,Big Apple Greeter,92,1,"1 Centre Street
New York, NY 10007
(40.71320112625938, -74.00400216853836)",NY,10007.0,,/opportunities/5134,ongoing,0,February 23 2011,March 31 2011,approved,,,,,,
196,2,0,148,,2.0,,,entrepreneurshipEDGE,39403,1,"1430 Broadway
New York, NY 10018
(40.7539853802881, -73.9869780025237)",NY,10018.0,,/opportunities/5529,ongoing,0,July 19 2011,July 19 2011,approved,,,,,,
197,99,0,151,,1.0,,,Catchafire,39853,1,"407 Broome Street
New York, NY 10013
(40.720962275372244, -73.99794973128115)",NY,10013.0,,/opportunities/5433,ongoing,0,June 06 2011,June 27 2011,approved,,,,,,
198,99,0,104,,1.0,,,Catchafire,39853,1,"407 Broome Street
New York, NY 10013
(40.720962275372244, -73.99794973128115)",NY,10013.0,,/opportunities/5456,ongoing,0,June 07 2011,June 08 2011,approved,,,,,,
199,99,0,104,,1.0,,,Catchafire,39853,1,"407 Broome Street
New York, NY 10013
(40.720962275372244, -73.99794973128115)",NY,10013.0,,/opportunities/5435,ongoing,0,June 06 2011,June 10 2011,approved,,,,,,
200,1,0,110,,1.0,,,Family and Community Support Services,38868,1,"1195 St Marks Ave
Brooklyn, NY 11213
(40.674130422885526, -73.92980967882666)",NY,11213.0,,/opportunities/5619,ongoing,0,August 11 2011,August 15 2011,approved,,,,,,
201,50,0,105,,1.0,,,Friends of Van Cortlandt Park,161,1,"124 Gale Place
Bronx, NY 10463
(40.88463029202243, -73.89251933209881)",NY,10463.0,,/opportunities/5002,onetime,0,January 14 2011,March 22 2011,approved,,,,,,
202,2,0,57,,1.0,,,"APC COMMUNIY SERVICES, INC.",51610,1,"270 42nd Street
Brooklyn, NY 11203
(40.649206331820885, -73.93789250578682)",NY,11203.0,,/opportunities/5714,ongoing,0,September 01 2011,September 14 2011,approved,,,,,,
203,20,0,0,,1.0,,,Street Project,3001,1,"336 Fort Washington Ave at 175th Street
New York, NY 10033
(40.85621992920642, -73.94585900019268)",NY,10033.0,,/opportunities/5100,onetime,0,February 11 2011,March 09 2011,approved,,,,,,
204,15,0,400,,1.0,,,iGotITtoo,38685,1,"380385 Brooklyn
NY 11238
(40.67886241346963, -73.9638204696389)",NY,11238.0,,/opportunities/5213,ongoing,0,March 21 2011,July 09 2011,approved,,,,,,
205,100,0,125,,1.0,,,Friends of Van Cortlandt Park,161,1,"80 Van Cortlandt Park
Bronx, NY 10463
(40.88465843017383, -73.88990186467265)",NY,10463.0,,/opportunities/5708,onetime,0,September 01 2011,September 06 2011,approved,,,,,,
206,20,0,416,,2.0,,,The Trevor Project,40060,1,"80 Maiden Ln
New York, NY 10038
(40.70722063476455, -74.00745556513084)",NY,10038.0,,/opportunities/5372,ongoing,0,May 18 2011,May 23 2011,approved,,,,,,
207,75,0,57,,5.0,,,New York City Department of Parks & Recreation,3706,1,"830 5th Ave
New York, NY 10065
(40.76737436501733, -73.97069062911662)",NY,10065.0,,/opportunities/5312,onetime,0,April 21 2011,May 04 2011,approved,,,,,,
208,99,0,47,,1.0,,,Catchafire,39853,1,"407 Broome Street
New York, NY 10013
(40.720962275372244, -73.99794973128115)",NY,10013.0,,/opportunities/5438,ongoing,0,June 07 2011,June 10 2011,approved,,,,,,
209,1,0,99,,3.0,,,Girls Write Now,1111,1,"247 37 Street
Manhattan, NY 10018
(40.75350339905739, -73.99055236906513)",NY,10018.0,,/opportunities/5628,ongoing,0,August 15 2011,August 18 2011,approved,,,,,,
210,1,0,202,,1.0,,,Big Apple Greeter,92,1,"1 Centre Street
New York, NY 10007
(40.71320112625938, -74.00400216853836)",NY,10007.0,,/opportunities/5132,ongoing,0,February 23 2011,February 24 2011,approved,,,,,,
211,20,0,590,,1.0,,,New York City Department of Parks & Recreation,3706,1,"80 30 Park Ave
Kew Gardens, NY 11415
(40.708286075142325, -73.82855612156771)",NY,11415.0,,/opportunities/5184,ongoing,0,March 11 2011,March 11 2011,approved,,,,,,
212,30,0,377,,2.0,,,"Rape, Abuse & Incest National Network",48967,1,"218 18th Street
New York, NY 10003
(40.73537840750191, -73.9843699686387)",NY,10003.0,,/opportunities/5564,ongoing,0,July 28 2011,July 29 2011,approved,,,,,,
213,2,0,169,,,,,Children of Bellevue,34244,1,"95 Wall Street
New York, NY 10005
(40.70499930935216, -74.00720375496263)",NY,10005.0,,/opportunities/5712,onetime,0,September 01 2011,September 01 2011,approved,,,,,,
214,2,0,246,,6.0,,,World Cares Center,36979,1,"520 8th Avenue
New York, NY 10018
(40.75376054978079, -73.99232896859803)",NY,10018.0,,/opportunities/5010,ongoing,0,January 14 2011,January 25 2011,approved,,,,,,
215,4,0,6,,3.0,,,International Youth Leadership Institute - NY - New York City,1012,1,"657 New
York, NY 10014
(40.73358645135369, -74.01019960472792)",NY,10014.0,,/opportunities/5779,ongoing,0,September 24 2011,September 26 2011,approved,,,,,,
216,50,0,620,y,1.0,,,NYC Service,3747,1,"346 Broadway
New York, NY 10013
(40.71671747539392, -74.00413706684276)",NY,10013.0,,/opportunities/5391,ongoing,0,May 29 2011,June 06 2011,approved,,,,,,
217,40,0,383,,1.0,,,Heel Your Sole,41213,1,"370 30th Street
New York, NY 10001
(40.75055442831657, -73.99744286821061)",NY,10001.0,,/opportunities/5467,onetime,0,June 13 2011,June 14 2011,approved,,,,,,
218,25,0,497,,4.0,,, ENVIROMEDIA MOBILE & UDEC Harlem River Ecology Center,1478,1,"One Beard St
Brooklyn, NY 11231
(40.67223368576928, -74.01107379195669)",NY,11231.0,,/opportunities/5336,onetime,0,April 28 2011,April 29 2011,approved,,,,,,
219,200,0,518,,5.0,,,American Diabetes Association - FERIA,42921,1,"333 Seventh Av
New York, NY 10001
(40.747492275236596, -73.99319231774615)",NY,10001.0,,/opportunities/5501,onetime,0,July 01 2011,July 05 2011,approved,,,,,,
220,1,0,150,,2.0,,,Chhaya Community Development Corporation,3369,1,"37 43 77th Street
Jackson Heights, NY 11372
(40.75163073936716, -73.88361254528269)",NY,11372.0,,/opportunities/5401,ongoing,0,June 02 2011,June 15 2011,approved,,,,,,
221,10,0,187,,3.0,,,Bike New York,38740,1,"475 Riverside Drive
New York City, NY 10115
(40.810551000428404, -73.96469400002803)",NY,10115.0,,/opportunities/5497,ongoing,0,June 30 2011,June 30 2011,approved,,,,,,
222,15,0,103,,,,,American Diabetes Association,39913,1,"333 Seventh Avenue
New York, NY 10001
(40.747492275236596, -73.99319231774615)",NY,10001.0,,/opportunities/5354,onetime,0,May 12 2011,June 01 2011,approved,,,,,,
223,5,0,362,,1.0,,,Afro Brazil Arts,38051,1,"107 Suffolk ST
New York, NY 10002
(40.719521874540526, -73.98583731954874)",NY,10002.0,,/opportunities/5130,ongoing,0,February 23 2011,February 24 2011,approved,,,,,,
224,30,0,412,,6.0,,,Bensonhurst Volunteer Ambulance Service,48067,1,"8310 17th Avenue
Brooklyn, NY 11214
(40.610291362390015, -74.003140660141)",NY,11214.0,,/opportunities/5545,ongoing,0,July 22 2011,September 25 2011,approved,,,,,,
225,10,0,267,,1.0,,,Free Arts NYC,3727,1,"1431 Broadway
New York, NY 10018
(40.75455195316658, -73.98680713133814)",NY,10018.0,,/opportunities/5526,onetime,0,July 18 2011,July 18 2011,approved,,,,,,
226,15,0,572,,1.0,,,Community Service Society/Retired & Senior Volunteer Program (RSVP),4279,1,"105 22nd Street
New York, NY 10010
(40.73943216627024, -73.98656260495757)",NY,10010.0,,/opportunities/5120,ongoing,0,February 18 2011,March 04 2011,approved,,,,,,
227,20,0,428,,2.0,,,The Trevor Project,40060,1,"80 Maiden Ln
New York, NY 10038
(40.70722063476455, -74.00745556513084)",NY,10038.0,,/opportunities/5374,ongoing,0,May 18 2011,May 23 2011,approved,,,,,,
228,3,0,69,,2.0,,,Jewish Association for Services for the Aged (JASA),728,1,"3601 Surf Avenue
Coney Island, NY 11224
(40.57319508561414, -74.00142731235965)",NY,11224.0,,/opportunities/5706,ongoing,0,September 01 2011,September 06 2011,approved,,,,,,
229,99,0,30,,1.0,,,Catchafire,39853,1,"407 Broome Street
New York, NY 10013
(40.720962275372244, -73.99794973128115)",NY,10013.0,,/opportunities/5412,ongoing,0,June 06 2011,June 08 2011,approved,,,,,,
230,25,0,212,,2.0,,,Part of the Solution (POTS),46,1,"2763 Webster Avenue
Bronx, NY 10458
(40.86579443967629, -73.88632317887395)",NY,10458.0,,/opportunities/5465,ongoing,0,June 09 2011,June 09 2011,approved,,,,,,
231,10,0,200,,1.0,,,The Battery Conservancy,1200,1,"One New York Plaza
New York, NY 10004
(40.621841348479, -74.12920292688285)",NY,10004.0,,/opportunities/5353,onetime,0,May 11 2011,May 13 2011,approved,,,,,,
232,70,0,576,y,4.0,,,"Artichoke Dance Company, Inc.",32874,1,"Oriental Boulevard
Brooklyn, NY 11235
(40.57836127779629, -73.93735341294692)",NY,11235.0,,/opportunities/5662,onetime,0,August 22 2011,September 02 2011,approved,,,,,,
233,15,0,248,y,2.0,,,NYC Department Of Consumer Affairs Office Of Financial Empowerment,119,1,"160 02 Liberty Avenue
Jamaica, NY 11451
(40.70259499975947, -73.79562300040112)",NY,11451.0,,/opportunities/5136,onetime,0,February 24 2011,April 22 2011,approved,,,,,,
234,2,0,173,,5.0,,,New York Futsal,39106,1,"233 77th Street
New York, NY 10024
(40.78255158071745, -73.98091585032279)",NY,10024.0,,/opportunities/5280,ongoing,0,April 13 2011,April 14 2011,approved,,,,,,
235,5,0,118,,,,,Arab American Association Of New York,3810,1,"7111 5th Avenue
Brooklyn, NY 11209
(40.63245112562076, -74.02139571101452)",NY,11209.0,,/opportunities/5068,ongoing,0,February 02 2011,February 03 2011,approved,,,,,,
236,2,0,137,,1.0,,,Girl Scouts NYC,44253,1,"225 Adelphi St
Brooklyn, NY 11205
(40.69083345992718, -73.97137424737471)",NY,11205.0,,/opportunities/5570,ongoing,0,August 01 2011,August 22 2011,approved,,,,,,
237,5,0,250,,1.0,,,Hearts and Minds,39195,1,"165 105th Street
New York, NY 10025
(40.79937645675807, -73.96519802101764)",NY,10025.0,,/opportunities/5274,ongoing,0,April 12 2011,April 14 2011,approved,,,,,,
238,2,0,184,,1.0,,,Salah M. Hassanein Variety Boys & Girls Club Of Queens,793,1,"21 12 30 Road
Long Island City, NY 11102
(40.77152402451418, -73.92643545073543)",NY,11102.0,,/opportunities/5665,ongoing,0,August 22 2011,August 24 2011,approved,,,,,,
239,2,0,326,,2.0,,,Arab American Association Of New York,3810,1,"7111 5th Avenue
Brooklyn, NY 11209
(40.63245112562076, -74.02139571101452)",NY,11209.0,,/opportunities/5143,ongoing,0,February 28 2011,March 01 2011,approved,,,,,,
240,100,0,249,,1.0,,,2011 World Science Festival,39246,1,"475 Riverside Drive
New York, NY 10115
(40.811119146157, -73.96405175554054)",NY,10115.0,,/opportunities/5313,ongoing,0,April 21 2011,April 22 2011,approved,,,,,,
241,1,0,57,,1.0,,,Mayor's Office of Immigrant Affairs,49525,1,"253 Broadway
NYC, NY 10007
(40.713255085581125, -74.00706885665824)",NY,10007.0,,/opportunities/5669,onetime,0,August 23 2011,August 24 2011,approved,,,,,,
242,50,0,100,,1.0,,,Friends of Van Cortlandt Park,161,1,"124 Gale Pl
Bronx, NY 10463
(40.88463029202243, -73.89251933209881)",NY,10463.0,,/opportunities/5004,onetime,0,January 14 2011,January 25 2011,approved,,,,,,
243,1,0,189,,1.0,,,The Lenox Hill Neighborhood House,2138,1,"331 70th Street
New York, NY 10021
(40.76689065140857, -73.95789392809615)",NY,10021.0,,/opportunities/5601,ongoing,0,August 04 2011,August 05 2011,approved,,,,,,
244,3,0,167,,5.0,,,Jewish Association for Services for the Aged (JASA),728,1,"9502 Seaview Avenue
Brooklyn, NY 11206
(40.6326745532508, -73.89124182389159)",NY,11206.0,,/opportunities/5160,ongoing,0,March 07 2011,March 07 2011,approved,,,,,,
245,6,0,49,,2.0,,,The Momentum Project,46019,1,"619 Lexington Avenue
New York, NY 10022
(40.75867891119946, -73.9707368555664)",NY,10022.0,,/opportunities/5765,ongoing,0,September 20 2011,September 22 2011,approved,,,,,,
246,1,0,59,y,5.0,,,New York City Department of Parks & Recreation,3706,1,"450 St Anns Ave
Bronx, NY 10455
(40.81200330013793, -73.91424241425239)",NY,10455.0,,/opportunities/5759,ongoing,0,September 16 2011,September 19 2011,approved,,,,,,
247,99,0,73,,1.0,,,Catchafire,39853,1,"407 Broome Street
New York, NY 10013
(40.720962275372244, -73.99794973128115)",NY,10013.0,,/opportunities/5455,ongoing,0,June 07 2011,June 08 2011,approved,,,,,,
248,100,0,253,,4.0,,,Friends of Van Cortlandt Park,161,1,"80 Van Cortlandt Park
Bronx, NY 10463
(40.88465843017383, -73.88990186467265)",NY,10463.0,,/opportunities/5509,onetime,0,July 07 2011,July 14 2011,approved,,,,,,
249,5,0,498,,1.0,,,"Jewish Home Lifecare, Manhattan Division",2694,1,"120 106th st
New York, NY 10025
(40.7994834845182, -73.96352009942227)",NY,10025.0,,/opportunities/5367,ongoing,0,May 16 2011,September 13 2011,approved,,,,,,
250,5,0,114,,1.0,,,The Lenox Hill Neighborhood House,2138,1,"331 70th Street
New York, NY 10018
(40.63454489394634, -74.02560091774434)",NY,10018.0,,/opportunities/4968,ongoing,0,January 06 2011,January 06 2011,approved,,,,,,
251,300,0,98,,,,,"Housing Works, Inc.",835,1,"123 18th St
New York, NY 10011
(40.74016732024642, -73.99568642245652)",NY,10011.0,,/opportunities/5314,ongoing,0,April 21 2011,April 21 2011,approved,,,,,,
252,1,0,206,,2.0,,,Grand Central Neighborhood Social Services Corporation,84,1,"120 32nd Street
New York, NY 10016
(40.745396854908336, -73.9813392534)",NY,10016.0,,/opportunities/5368,ongoing,0,May 17 2011,July 05 2011,approved,,,,,,
253,10,0,329,,5.0,,,American Cancer Society,36987,1,"132 32nd St
New York, NY 10001
(40.74868428617484, -73.98921741350024)",NY,10001.0,,/opportunities/5018,ongoing,0,January 19 2011,January 21 2011,approved,,,,,,
